master_protein	cells	treatment	rep
Q9NW13	MCF10A	CL	3
Q9Y490	MCF10A	CL	3
Q9Y2X9	MCF10A	CL	3
P61247	MCF10A	CL	3
Q99615	MCF10A	CL	3
Q5BKZ1	MCF10A	CL	3
P35269	MCF10A	CL	3
P14618	MCF10A	CL	3
Q7Z417	MCF10A	CL	3
P63244	MCF10A	CL	3
P98160	MCF10A	CL	3
P56182	MCF10A	CL	3
P35221	MCF10A	CL	3
Q14BN4	MCF10A	CL	3
P25685	MCF10A	CL	3
Q5VYS8	MCF10A	CL	3
Q14697	MCF10A	CL	3
Q9BUJ2	MCF10A	CL	3
Q9NRW3	MCF10A	CL	3
Q14669	MCF10A	CL	3
Q96B97	MCF10A	CL	3
P16144	MCF10A	CL	3
Q3KQU3	MCF10A	CL	3
Q13148	MCF10A	CL	3
O00461	MCF10A	CL	3
P21291	MCF10A	CL	3
Q9BXP5	MCF10A	CL	3
P49748	MCF10A	CL	3
P53621	MCF10A	CL	3
Q8WX93	MCF10A	CL	3
O15226	MCF10A	CL	3
Q12874	MCF10A	CL	3
O75533	MCF10A	CL	3
P82970	MCF10A	CL	3
P26358	MCF10A	CL	3
Q14966	MCF10A	CL	3
P46100	MCF10A	CL	3
Q9NWH9	MCF10A	CL	3
Q05682	MCF10A	CL	3
Q7Z4V5	MCF10A	CL	3
P46087	MCF10A	CL	3
Q86V48	MCF10A	CL	3
P19338	MCF10A	CL	3
Q9Y5Y6	MCF10A	CL	3
Q15050	MCF10A	CL	3
Q8WYP5	MCF10A	CL	3
Q13671	MCF10A	CL	3
Q14103	MCF10A	CL	3
Q9NUQ3	MCF10A	CL	3
O14737	MCF10A	CL	3
Q09666	MCF10A	CL	3
P67936	MCF10A	CL	3
P41227	MCF10A	CL	3
P16070	MCF10A	CL	3
Q9BRZ2	MCF10A	CL	3
P49750	MCF10A	CL	3
Q9Y3U8	MCF10A	CL	3
Q96E39	MCF10A	CL	3
O75179	MCF10A	CL	3
Q96T58	MCF10A	CL	3
Q8IWZ3	MCF10A	CL	3
P31942	MCF10A	CL	3
Q9H2U1	MCF10A	CL	3
P50552	MCF10A	CL	3
P58107	MCF10A	CL	3
Q9NUL5	MCF10A	CL	3
O75369	MCF10A	CL	3
P27348	MCF10A	CL	3
Q13045	MCF10A	CL	3
Q9H6Z4	MCF10A	CL	3
P07476	MCF10A	CL	3
Q08945	MCF10A	CL	3
P05204	MCF10A	CL	3
P05455	MCF10A	CL	3
Q13263	MCF10A	CL	3
O60343	MCF10A	CL	3
Q5T200	MCF10A	CL	3
Q96L91	MCF10A	CL	3
P15144	MCF10A	CL	3
P62701	MCF10A	CL	3
Q9NR30	MCF10A	CL	3
Q03252	MCF10A	CL	3
Q02543	MCF10A	CL	3
Q15084	MCF10A	CL	3
Q92530	MCF10A	CL	3
P46013	MCF10A	CL	3
Q7Z6E9	MCF10A	CL	3
O95071	MCF10A	CL	3
Q5SY16	MCF10A	CL	3
O95819	MCF10A	CL	3
Q9Y4C8	MCF10A	CL	3
Q9H814	MCF10A	CL	3
Q9BZF9	MCF10A	CL	3
Q15032	MCF10A	CL	3
O95757	MCF10A	CL	3
P09651	MCF10A	CL	3
Q9Y5Q9	MCF10A	CL	3
Q9BQ39	MCF10A	CL	3
Q9C0D5	MCF10A	CL	3
Q5T5P2	MCF10A	CL	3
Q86V81	MCF10A	CL	3
Q15058	MCF10A	CL	3
Q96RM1	MCF10A	CL	3
P14923	MCF10A	CL	3
O60716	MCF10A	CL	3
Q9BVJ6	MCF10A	CL	3
Q9NZB2	MCF10A	CL	3
Q96AK3	MCF10A	CL	3
P35241	MCF10A	CL	3
Q96PK6	MCF10A	CL	3
Q9ULV4	MCF10A	CL	3
Q9Y5A9	MCF10A	CL	3
Q9UQE7	MCF10A	CL	3
Q07954	MCF10A	CL	3
Q92945	MCF10A	CL	3
P16989	MCF10A	CL	3
Q9BQG0	MCF10A	CL	3
Q13823	MCF10A	CL	3
Q5UIP0	MCF10A	CL	3
Q6PD62	MCF10A	CL	3
O95425	MCF10A	CL	3
O43707	MCF10A	CL	3
Q9BZE4	MCF10A	CL	3
Q8WVC0	MCF10A	CL	3
Q9Y230	MCF10A	CL	3
Q01082	MCF10A	CL	3
Q07065	MCF10A	CL	3
Q15046	MCF10A	CL	3
P35222	MCF10A	CL	3
Q8WWM7	MCF10A	CL	3
P04920	MCF10A	CL	3
A8MWD9	MCF10A	CL	3
Q9NRN7	MCF10A	CL	3
Q8NC51	MCF10A	CL	3
O00541	MCF10A	CL	3
P30419	MCF10A	CL	3
P00533	MCF10A	CL	3
P26038	MCF10A	CL	3
Q13435	MCF10A	CL	3
Q15287	MCF10A	CL	3
Q9UKM9	MCF10A	CL	3
Q99575	MCF10A	CL	3
Q9P1Y6	MCF10A	CL	3
P50443	MCF10A	CL	3
Q71RC2	MCF10A	CL	3
Q5VT52	MCF10A	CL	3
Q27J81	MCF10A	CL	3
Q13247	MCF10A	CL	3
Q9NX58	MCF10A	CL	3
P07814	MCF10A	CL	3
O00220	MCF10A	CL	3
P62258	MCF10A	CL	3
P38646	MCF10A	CL	3
Q12802	MCF10A	CL	3
P25054	MCF10A	CL	3
Q9ULX6	MCF10A	CL	3
O95573	MCF10A	CL	3
P12814	MCF10A	CL	3
Q13510	MCF10A	CL	3
Q5VZK9	MCF10A	CL	3
P38159	MCF10A	CL	3
Q8ND56	MCF10A	CL	3
P24821	MCF10A	CL	3
Q9H0D6	MCF10A	CL	3
Q15437	MCF10A	CL	3
P49792	MCF10A	CL	3
Q9NVP1	MCF10A	CL	3
O15230	MCF10A	CL	3
Q5JTH9	MCF10A	CL	3
O75534	MCF10A	CL	3
P09429	MCF10A	CL	3
Q86UP2	MCF10A	CL	3
Q9H0G5	MCF10A	CL	3
Q13501	MCF10A	CL	3
Q5T7P3	MCF10A	CL	3
Q14498	MCF10A	CL	3
Q96RL1	MCF10A	CL	3
P62917	MCF10A	CL	3
Q7L014	MCF10A	CL	3
Q8N7H5	MCF10A	CL	3
O95232	MCF10A	CL	3
P38432	MCF10A	CL	3
P62854	MCF10A	CL	3
Q9BY76	MCF10A	CL	3
O95218	MCF10A	CL	3
P46781	MCF10A	CL	3
P04150	MCF10A	CL	3
O60506	MCF10A	CL	3
O15042	MCF10A	CL	3
O60488	MCF10A	CL	3
Q13464	MCF10A	CL	3
Q96AE4	MCF10A	CL	3
Q9UKV3	MCF10A	CL	3
Q16629	MCF10A	CL	3
P68104	MCF10A	CL	3
O15234	MCF10A	CL	3
Q8NI27	MCF10A	CL	3
Q8WWI1	MCF10A	CL	3
Q9Y3B9	MCF10A	CL	3
Q13136	MCF10A	CL	3
O14974	MCF10A	CL	3
Q9Y639	MCF10A	CL	3
P48634	MCF10A	CL	3
P29401	MCF10A	CL	3
Q5T750	MCF10A	CL	3
O14633	MCF10A	CL	3
Q9Y5J1	MCF10A	CL	3
Q9UPT8	MCF10A	CL	3
P15104	MCF10A	CL	3
P51991	MCF10A	CL	3
Q5T6F2	MCF10A	CL	3
Q9P2B2	MCF10A	CL	3
Q9Y285	MCF10A	CL	3
P49327	MCF10A	CL	3
Q92609	MCF10A	CL	3
Q9Y3C1	MCF10A	CL	3
Q9Y265	MCF10A	CL	3
P20700	MCF10A	CL	3
Q14204	MCF10A	CL	3
P21589	MCF10A	CL	3
Q01804	MCF10A	CL	3
Q9H7N4	MCF10A	CL	3
P48729	MCF10A	CL	3
Q9Y6E2	MCF10A	CL	3
Q14573	MCF10A	CL	3
Q7KZF4	MCF10A	CL	3
Q14692	MCF10A	CL	3
P09382	MCF10A	CL	3
P04156	MCF10A	CL	3
Q9ULU4	MCF10A	CL	3
Q16787	MCF10A	CL	3
P23470	MCF10A	CL	3
P62913	MCF10A	CL	3
Q92879	MCF10A	CL	3
O00468	MCF10A	CL	3
Q5C9Z4	MCF10A	CL	3
Q13451	MCF10A	CL	3
P49756	MCF10A	CL	3
Q6NZY4	MCF10A	CL	3
P22695	MCF10A	CL	3
Q15717	MCF10A	CL	3
P31948	MCF10A	CL	3
P05556	MCF10A	CL	3
P15880	MCF10A	CL	3
Q9HCG8	MCF10A	CL	3
P78371	MCF10A	CL	3
Q16658	MCF10A	CL	3
Q7Z6Z7	MCF10A	CL	3
Q63ZY3	MCF10A	CL	3
Q92896	MCF10A	CL	3
O00567	MCF10A	CL	3
Q7L2J0	MCF10A	CL	3
Q04637	MCF10A	CL	3
P50750	MCF10A	CL	3
P51531	MCF10A	CL	3
O60664	MCF10A	CL	3
Q7LBC6	MCF10A	CL	3
Q02878	MCF10A	CL	3
Q86XP3	MCF10A	CL	3
Q9H7E9	MCF10A	CL	3
P04792	MCF10A	CL	3
Q14126	MCF10A	CL	3
O00410	MCF10A	CL	3
Q96T37	MCF10A	CL	3
Q9NXV6	MCF10A	CL	3
P51148	MCF10A	CL	3
O43896	MCF10A	CL	3
Q96CT7	MCF10A	CL	3
Q9UPN4	MCF10A	CL	3
Q86XP0	MCF10A	CL	3
O95373	MCF10A	CL	3
Q9UMD9	MCF10A	CL	3
Q07666	MCF10A	CL	3
Q9BST9	MCF10A	CL	3
Q13243	MCF10A	CL	3
P61313	MCF10A	CL	3
O95274	MCF10A	CL	3
P06756	MCF10A	CL	3
P62750	MCF10A	CL	3
P33176	MCF10A	CL	3
Q08J23	MCF10A	CL	3
P13010	MCF10A	CL	3
Q15427	MCF10A	CL	3
Q9Y6G3	MCF10A	CL	3
P07900	MCF10A	CL	3
O43390	MCF10A	CL	3
P80723	MCF10A	CL	3
Q96HA1	MCF10A	CL	3
P11142	MCF10A	CL	3
Q96R06	MCF10A	CL	3
Q8N3D4	MCF10A	CL	3
Q9UGR2	MCF10A	CL	3
Q8TDD1	MCF10A	CL	3
Q5T749	MCF10A	CL	3
Q15436	MCF10A	CL	3
Q9HCD5	MCF10A	CL	3
Q08211	MCF10A	CL	3
P53618	MCF10A	CL	3
Q7Z5J4	MCF10A	CL	3
P08238	MCF10A	CL	3
Q9Y388	MCF10A	CL	3
P26640	MCF10A	CL	3
P34932	MCF10A	CL	3
Q13310	MCF10A	CL	3
Q7KZI7	MCF10A	CL	3
Q99700	MCF10A	CL	3
O95239	MCF10A	CL	3
Q99996	MCF10A	CL	3
P51659	MCF10A	CL	3
Q5VUA4	MCF10A	CL	3
P60174	MCF10A	CL	3
Q9BWF3	MCF10A	CL	3
P61513	MCF10A	CL	3
Q9Y6M7	MCF10A	CL	3
Q8IXT5	MCF10A	CL	3
Q8WXF1	MCF10A	CL	3
Q9NYV4	MCF10A	CL	3
Q99613	MCF10A	CL	3
Q9Y5B9	MCF10A	CL	3
P12270	MCF10A	CL	3
P55072	MCF10A	CL	3
O60264	MCF10A	CL	3
Q9HAV4	MCF10A	CL	3
Q01970	MCF10A	CL	3
Q9NSE4	MCF10A	CL	3
Q9UJA5	MCF10A	CL	3
P40222	MCF10A	CL	3
P41250	MCF10A	CL	3
O00515	MCF10A	CL	3
P18206	MCF10A	CL	3
Q9UGP4	MCF10A	CL	3
P00558	MCF10A	CL	3
P62081	MCF10A	CL	3
Q86UK7	MCF10A	CL	3
Q5VT06	MCF10A	CL	3
Q9NYL9	MCF10A	CL	3
Q8WXA9	MCF10A	CL	3
O95359	MCF10A	CL	3
O75592	MCF10A	CL	3
Q8N1G4	MCF10A	CL	3
P98172	MCF10A	CL	3
P31947	MCF10A	CL	3
P46783	MCF10A	CL	3
O43493	MCF10A	CL	3
P29353	MCF10A	CL	3
P08648	MCF10A	CL	3
P21359	MCF10A	CL	3
Q9NYF8	MCF10A	CL	3
O60869	MCF10A	CL	3
P02751	MCF10A	CL	3
P37235	MCF10A	CL	3
O75152	MCF10A	CL	3
Q6DD88	MCF10A	CL	3
O95833	MCF10A	CL	3
Q13740	MCF10A	CL	3
P27694	MCF10A	CL	3
P32926	MCF10A	CL	3
Q8NEY1	MCF10A	CL	3
Q16643	MCF10A	CL	3
P47897	MCF10A	CL	3
P22234	MCF10A	CL	3
O60524	MCF10A	CL	3
P27824	MCF10A	CL	3
P25705	MCF10A	CL	3
P52948	MCF10A	CL	3
P10809	MCF10A	CL	3
Q5T5U3	MCF10A	CL	3
P35606	MCF10A	CL	3
P06748	MCF10A	CL	3
P08708	MCF10A	CL	3
P29692	MCF10A	CL	3
P29373	MCF10A	CL	3
A5YKK6	MCF10A	CL	3
P18583	MCF10A	CL	3
O00267	MCF10A	CL	3
P84103	MCF10A	CL	3
P13667	MCF10A	CL	3
O60437	MCF10A	CL	3
Q8NEY8	MCF10A	CL	3
Q9UHB6	MCF10A	CL	3
Q5VTL8	MCF10A	CL	3
Q8IVT2	MCF10A	CL	3
Q8IVF2	MCF10A	CL	3
Q9BU76	MCF10A	CL	3
Q08554	MCF10A	CL	3
Q14671	MCF10A	CL	3
O15014	MCF10A	CL	3
Q92598	MCF10A	CL	3
O95747	MCF10A	CL	3
Q86U42	MCF10A	CL	3
Q86SQ0	MCF10A	CL	3
P45974	MCF10A	CL	3
O14647	MCF10A	CL	3
P35659	MCF10A	CL	3
P14735	MCF10A	CL	3
P51610	MCF10A	CL	3
Q08AD1	MCF10A	CL	3
Q14677	MCF10A	CL	3
P34897	MCF10A	CL	3
Q9P0L0	MCF10A	CL	3
Q96FQ6	MCF10A	CL	3
P61006	MCF10A	CL	3
Q14247	MCF10A	CL	3
O43583	MCF10A	CL	3
P61254	MCF10A	CL	3
Q99442	MCF10A	CL	3
Q9NZT2	MCF10A	CL	3
P34931	MCF10A	CL	3
P04083	MCF10A	CL	3
P17844	MCF10A	CL	3
Q12888	MCF10A	CL	3
Q13813	MCF10A	CL	3
P18669	MCF10A	CL	3
Q9GZR7	MCF10A	CL	3
O14964	MCF10A	CL	3
P28290	MCF10A	CL	3
P46782	MCF10A	CL	3
Q96PU4	MCF10A	CL	3
O15021	MCF10A	CL	3
O95478	MCF10A	CL	3
P36957	MCF10A	CL	3
O95613	MCF10A	CL	3
Q8N3F8	MCF10A	CL	3
Q96PD2	MCF10A	CL	3
O00139	MCF10A	CL	3
Q14684	MCF10A	CL	3
P39023	MCF10A	CL	3
Q7Z5L9	MCF10A	CL	3
Q5T8P6	MCF10A	CL	3
Q96KR1	MCF10A	CL	3
Q13155	MCF10A	CL	3
P14209	MCF10A	CL	3
P08243	MCF10A	CL	3
O95817	MCF10A	CL	3
P55011	MCF10A	CL	3
O75822	MCF10A	CL	3
O15213	MCF10A	CL	3
P78316	MCF10A	CL	3
P26368	MCF10A	CL	3
Q9Y383	MCF10A	CL	3
Q1ED39	MCF10A	CL	3
Q14157	MCF10A	CL	3
O95487	MCF10A	CL	3
Q13151	MCF10A	CL	3
Q9UER7	MCF10A	CL	3
Q15637	MCF10A	CL	3
Q9H0A0	MCF10A	CL	3
P47974	MCF10A	CL	3
P25445	MCF10A	CL	3
Q86VP6	MCF10A	CL	3
Q96QR8	MCF10A	CL	3
Q13751	MCF10A	CL	3
P50395	MCF10A	CL	3
P27708	MCF10A	CL	3
P61981	MCF10A	CL	3
O15355	MCF10A	CL	3
P62805	MCF10A	CL	3
Q9H0H5	MCF10A	CL	3
Q5TA79	MCF10A	CL	3
Q14574	MCF10A	CL	3
O75940	MCF10A	CL	3
O94804	MCF10A	CL	3
Q6ZRV2	MCF10A	CL	3
P22314	MCF10A	CL	3
Q13523	MCF10A	CL	3
P62195	MCF10A	CL	3
P53041	MCF10A	CL	3
Q15075	MCF10A	CL	3
P49454	MCF10A	CL	3
P22532	MCF10A	CL	3
Q92576	MCF10A	CL	3
Q08379	MCF10A	CL	3
Q8IZH2	MCF10A	CL	3
P20042	MCF10A	CL	3
Q13595	MCF10A	CL	3
P18433	MCF10A	CL	3
P39019	MCF10A	CL	3
Q7L0Y3	MCF10A	CL	3
P09132	MCF10A	CL	3
Q8TDN6	MCF10A	CL	3
Q8NFC6	MCF10A	CL	3
Q9H4L5	MCF10A	CL	3
P04004	MCF10A	CL	3
Q93008	MCF10A	CL	3
Q9Y4P3	MCF10A	CL	3
Q8N9T8	MCF10A	CL	3
Q9NWB6	MCF10A	CL	3
Q5JRA6	MCF10A	CL	3
Q13084	MCF10A	CL	3
Q02487	MCF10A	CL	3
Q9BUT9	MCF10A	CL	3
Q9H1E3	MCF10A	CL	3
P25786	MCF10A	CL	3
O75909	MCF10A	CL	3
Q13123	MCF10A	CL	3
Q96I24	MCF10A	CL	3
P55081	MCF10A	CL	3
Q6YHK3	MCF10A	CL	3
Q9UQC9	MCF10A	CL	3
Q15043	MCF10A	CL	3
Q9NUL7	MCF10A	CL	3
P35637	MCF10A	CL	3
P07954	MCF10A	CL	3
Q9UNX3	MCF10A	CL	3
O94906	MCF10A	CL	3
Q9H6T0	MCF10A	CL	3
Q8WWY3	MCF10A	CL	3
O43251	MCF10A	CL	3
P62633	MCF10A	CL	3
Q29RF7	MCF10A	CL	3
Q16666	MCF10A	CL	3
Q05519	MCF10A	CL	3
O60884	MCF10A	CL	3
P22735	MCF10A	CL	3
Q9BZI7	MCF10A	CL	3
P07737	MCF10A	CL	3
P46531	MCF10A	CL	3
P47929	MCF10A	CL	3
P08621	MCF10A	CL	3
Q15758	MCF10A	CL	3
P02795	MCF10A	CL	3
Q8N4C8	MCF10A	CL	3
Q9BRL6	MCF10A	CL	3
Q9BXB5	MCF10A	CL	3
O75665	MCF10A	CL	3
Q15061	MCF10A	CL	3
O75691	MCF10A	CL	3
P19957	MCF10A	CL	3
P07237	MCF10A	CL	3
Q969Q0	MCF10A	CL	3
Q8NDT2	MCF10A	CL	3
Q8N6T3	MCF10A	CL	3
Q12774	MCF10A	CL	3
P54886	MCF10A	CL	3
Q6ZVX7	MCF10A	CL	3
P49411	MCF10A	CL	3
Q9P2J5	MCF10A	CL	3
O00154	MCF10A	CL	3
Q9NXG2	MCF10A	CL	3
P46977	MCF10A	CL	3
P24752	MCF10A	CL	3
P78417	MCF10A	CL	3
P13797	MCF10A	CL	3
Q9Y3Y2	MCF10A	CL	3
P06730	MCF10A	CL	3
O75976	MCF10A	CL	3
O14646	MCF10A	CL	3
P17987	MCF10A	CL	3
Q01081	MCF10A	CL	3
Q32MZ4	MCF10A	CL	3
Q6WCQ1	MCF10A	CL	3
Q9BTC0	MCF10A	CL	3
Q8NI36	MCF10A	CL	3
Q01518	MCF10A	CL	3
Q16543	MCF10A	CL	3
P48643	MCF10A	CL	3
Q96GQ7	MCF10A	CL	3
Q14789	MCF10A	CL	3
Q9UI42	MCF10A	CL	3
P50990	MCF10A	CL	3
Q8WUP2	MCF10A	CL	3
O14976	MCF10A	CL	3
P19367	MCF10A	CL	3
Q9GZR2	MCF10A	CL	3
P23229	MCF10A	CL	3
P60981	MCF10A	CL	3
Q6UN15	MCF10A	CL	3
P49368	MCF10A	CL	3
P49207	MCF10A	CL	3
P62995	MCF10A	CL	3
P11216	MCF10A	CL	3
Q8N684	MCF10A	CL	3
Q9UGI8	MCF10A	CL	3
Q9P265	MCF10A	CL	3
Q01813	MCF10A	CL	3
P29034	MCF10A	CL	3
P49257	MCF10A	CL	3
Q15582	MCF10A	CL	3
Q05086	MCF10A	CL	3
P98179	MCF10A	CL	3
Q15025	MCF10A	CL	3
P13639	MCF10A	CL	3
Q5QJE6	MCF10A	CL	3
P06737	MCF10A	CL	3
Q9UQ80	MCF10A	CL	3
Q9C075	MCF10A	CL	3
Q00325	MCF10A	CL	3
Q9NRA8	MCF10A	CL	3
Q15942	MCF10A	CL	3
Q00577	MCF10A	CL	3
P50579	MCF10A	CL	3
Q86X29	MCF10A	CL	3
Q12873	MCF10A	CL	3
Q13427	MCF10A	CL	3
Q9Y3X0	MCF10A	CL	3
O00203	MCF10A	CL	3
Q6IQ49	MCF10A	CL	3
Q9NVS2	MCF10A	CL	3
O95758	MCF10A	CL	3
Q15654	MCF10A	CL	3
O15231	MCF10A	CL	3
O14617	MCF10A	CL	3
Q7Z2W4	MCF10A	CL	3
P05023	MCF10A	CL	3
Q8TB72	MCF10A	CL	3
Q9UGU0	MCF10A	CL	3
Q14444	MCF10A	CL	3
Q7L576	MCF10A	CL	3
P30825	MCF10A	CL	3
Q05209	MCF10A	CL	3
P31431	MCF10A	CL	3
P09758	MCF10A	CL	3
P63151	MCF10A	CL	3
Q14008	MCF10A	CL	3
P62266	MCF10A	CL	3
Q6KC79	MCF10A	CL	3
P55263	MCF10A	CL	3
P02794	MCF10A	CL	3
P13611	MCF10A	CL	3
Q8N5F7	MCF10A	CL	3
O00629	MCF10A	CL	3
P05067	MCF10A	CL	3
Q6UWN5	MCF10A	CL	3
Q9Y696	MCF10A	CL	3
Q09028	MCF10A	CL	3
Q12834	MCF10A	CL	3
P26639	MCF10A	CL	3
Q01650	MCF10A	CL	3
Q01844	MCF10A	CL	3
Q6P2Q9	MCF10A	CL	3
Q3ZCQ8	MCF10A	CL	3
P61221	MCF10A	CL	3
Q8IWR0	MCF10A	CL	3
O14908	MCF10A	CL	3
P61026	MCF10A	CL	3
Q9NUQ9	MCF10A	CL	3
Q96EU6	MCF10A	CL	3
Q8WW12	MCF10A	CL	3
Q9H4A3	MCF10A	CL	3
Q9NTJ3	MCF10A	CL	3
P51665	MCF10A	CL	3
Q9H0U4	MCF10A	CL	3
Q9UN86	MCF10A	CL	3
Q8IY81	MCF10A	CL	3
Q96DH6	MCF10A	CL	3
Q13242	MCF10A	CL	3
Q9NRX5	MCF10A	CL	3
P15374	MCF10A	CL	3
P42357	MCF10A	CL	3
Q9H2G2	MCF10A	CL	3
O43663	MCF10A	CL	3
Q96ST2	MCF10A	CL	3
Q92541	MCF10A	CL	3
O14776	MCF10A	CL	3
P62280	MCF10A	CL	3
P31949	MCF10A	CL	3
O60832	MCF10A	CL	3
P78332	MCF10A	CL	3
Q8NE71	MCF10A	CL	3
Q9P2B4	MCF10A	CL	3
P61956	MCF10A	CL	3
O43823	MCF10A	CL	3
Q9HCY8	MCF10A	CL	3
P56192	MCF10A	CL	3
P29966	MCF10A	CL	3
O43166	MCF10A	CL	3
O95793	MCF10A	CL	3
P13489	MCF10A	CL	3
P30838	MCF10A	CL	3
Q8IZW8	MCF10A	CL	3
O00170	MCF10A	CL	3
Q9UHD8	MCF10A	CL	3
Q76FK4	MCF10A	CL	3
P09874	MCF10A	CL	3
P04843	MCF10A	CL	3
Q92538	MCF10A	CL	3
O76094	MCF10A	CL	3
P78527	MCF10A	CL	3
P31483	MCF10A	CL	3
Q9UHI6	MCF10A	CL	3
Q13206	MCF10A	CL	3
Q9H8H2	MCF10A	CL	3
P28331	MCF10A	CL	3
Q9H1P3	MCF10A	CL	3
P54136	MCF10A	CL	3
P24928	MCF10A	CL	3
P60468	MCF10A	CL	3
P12268	MCF10A	CL	3
Q68CZ2	MCF10A	CL	3
Q9NUM4	MCF10A	CL	3
Q96IF1	MCF10A	CL	3
Q9BRP8	MCF10A	CL	3
P51114	MCF10A	CL	3
Q96EP5	MCF10A	CL	3
Q13057	MCF10A	CL	3
Q9H2M9	MCF10A	CL	3
P62263	MCF10A	CL	3
P30153	MCF10A	CL	3
P26006	MCF10A	CL	3
P15586	MCF10A	CL	3
O60271	MCF10A	CL	3
P42696	MCF10A	CL	3
O95297	MCF10A	CL	3
Q9NYJ8	MCF10A	CL	3
Q14690	MCF10A	CL	3
Q99590	MCF10A	CL	3
Q9UBL3	MCF10A	CL	3
Q8NBJ4	MCF10A	CL	3
P62191	MCF10A	CL	3
Q06481	MCF10A	CL	3
P49790	MCF10A	CL	3
Q8NBS9	MCF10A	CL	3
Q13895	MCF10A	CL	3
Q9NYL2	MCF10A	CL	3
Q8TDM6	MCF10A	CL	3
Q96T51	MCF10A	CL	3
P23381	MCF10A	CL	3
Q13283	MCF10A	CL	3
Q96RT1	MCF10A	CL	3
O60763	MCF10A	CL	3
Q68E01	MCF10A	CL	3
Q8N0X7	MCF10A	CL	3
P18827	MCF10A	CL	3
O14497	MCF10A	CL	3
P18124	MCF10A	CL	3
Q02413	MCF10A	CL	3
Q9H501	MCF10A	CL	3
Q14764	MCF10A	CL	3
P06733	MCF10A	CL	3
O75821	MCF10A	CL	3
Q8WTT2	MCF10A	CL	3
P49674	MCF10A	CL	3
Q92688	MCF10A	CL	3
P27635	MCF10A	CL	3
P26196	MCF10A	CL	3
Q15691	MCF10A	CL	3
P28799	MCF10A	CL	3
Q92878	MCF10A	CL	3
P50402	MCF10A	CL	3
O43795	MCF10A	CL	3
P52907	MCF10A	CL	3
Q13573	MCF10A	CL	3
Q14004	MCF10A	CL	3
Q8N8A6	MCF10A	CL	3
Q9H5V8	MCF10A	CL	3
P26583	MCF10A	CL	3
Q9Y5S2	MCF10A	CL	3
Q6PJT7	MCF10A	CL	3
P04731	MCF10A	CL	3
Q96IZ0	MCF10A	CL	3
Q14137	MCF10A	CL	3
Q14847	MCF10A	CL	3
O15381	MCF10A	CL	3
P07195	MCF10A	CL	3
Q9UIQ6	MCF10A	CL	3
A0AV96	MCF10A	CL	3
Q14258	MCF10A	CL	3
Q14974	MCF10A	CL	3
P26599	MCF10A	CL	3
Q9UKV8	MCF10A	CL	3
O43318	MCF10A	CL	3
A1X283	MCF10A	CL	3
Q14512	MCF10A	CL	3
P15514	MCF10A	CL	3
P63104	MCF10A	CL	3
Q5T0W9	MCF10A	CL	3
Q9Y4L1	MCF10A	CL	3
P42704	MCF10A	CL	3
O75494	MCF10A	CL	3
Q92859	MCF10A	CL	3
Q8WXH0	MCF10A	CL	3
Q66PJ3	MCF10A	CL	3
Q15020	MCF10A	CL	3
P18564	MCF10A	CL	3
P63167	MCF10A	CL	3
Q13200	MCF10A	CL	3
Q16831	MCF10A	CL	3
P27797	MCF10A	CL	3
Q14683	MCF10A	CL	3
Q9Y2X3	MCF10A	CL	3
P52789	MCF10A	CL	3
P41214	MCF10A	CL	3
Q16630	MCF10A	CL	3
Q99729	MCF10A	CL	3
Q17RY0	MCF10A	CL	3
Q08378	MCF10A	CL	3
P06702	MCF10A	CL	3
O43719	MCF10A	CL	3
P00505	MCF10A	CL	3
Q53EL6	MCF10A	CL	3
P23526	MCF10A	CL	3
Q06210	MCF10A	CL	3
Q1KMD3	MCF10A	CL	3
P52597	MCF10A	CL	3
P05109	MCF10A	CL	3
Q96HC4	MCF10A	CL	3
Q9NZM1	MCF10A	CL	3
A8K2U0	MCF10A	CL	3
Q9HCE1	MCF10A	CL	3
Q9Y3I0	MCF10A	CL	3
P20645	MCF10A	CL	3
Q8IZL8	MCF10A	CL	3
Q9UHR4	MCF10A	CL	3
O43290	MCF10A	CL	3
P54727	MCF10A	CL	3
Q9NRX1	MCF10A	CL	3
Q14203	MCF10A	CL	3
Q9NR12	MCF10A	CL	3
Q92900	MCF10A	CL	3
Q6P2E9	MCF10A	CL	3
Q86UE4	MCF10A	CL	3
P27695	MCF10A	CL	3
Q8NAV1	MCF10A	CL	3
O94776	MCF10A	CL	3
Q9BYW2	MCF10A	CL	3
P62070	MCF10A	CL	3
P42677	MCF10A	CL	3
P62899	MCF10A	CL	3
Q9BTE3	MCF10A	CL	3
Q9BY44	MCF10A	CL	3
P35998	MCF10A	CL	3
Q15056	MCF10A	CL	3
Q15459	MCF10A	CL	3
O00505	MCF10A	CL	3
Q13409	MCF10A	CL	3
O75319	MCF10A	CL	3
P53985	MCF10A	CL	3
P30044	MCF10A	CL	3
P36915	MCF10A	CL	3
O15427	MCF10A	CL	3
Q08380	MCF10A	CL	3
P31944	MCF10A	CL	3
P62269	MCF10A	CL	3
Q96JP5	MCF10A	CL	3
Q92667	MCF10A	CL	3
P08195	MCF10A	CL	3
Q9H1E1	MCF10A	CL	3
Q14C86	MCF10A	CL	3
Q96G46	MCF10A	CL	3
P02786	MCF10A	CL	3
Q9Y263	MCF10A	CL	3
Q9H4F8	MCF10A	CL	3
Q9BYX2	MCF10A	CL	3
P06703	MCF10A	CL	3
